,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2090,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,32.2,40.0,80.6,601.1,141.1,14.4,16.7,86.7,13.3,15.6,85.7,4.44,6.67,66.7,1.11,0.44,0.67,1.11,2.22,2.22,0.00,6.67,Matches
2091,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,44.4,49.9,89.0,967.0,320.9,12.8,13.4,95.2,21.9,23.4,93.9,9.00,11.9,75.4,0.00,0.04,-0.04,0.21,3.07,0.07,0.07,2.29,Matches
2092,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,27.3,36.4,75.1,842.1,491.2,3.36,3.36,100.0,14.3,14.5,98.6,9.64,18.5,52.2,0.00,0.00,0.00,0.04,0.28,0.00,0.00,0.00,Matches
2093,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,16.5,20.7,80.1,272.0,48.4,9.16,10.8,84.5,5.51,6.36,86.8,1.59,2.34,68.0,0.00,0.05,-0.05,0.75,1.59,0.47,0.09,1.40,Matches
2094,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,65.4,76.2,85.9,1132.3,296.9,32.3,34.6,93.3,26.2,30.0,87.2,6.92,10.0,69.2,0.00,0.00,0.00,0.77,3.85,0.00,0.00,3.85,Matches
2095,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,30,1989,16.6,32.8,39.6,82.8,494.2,108.3,19.1,21.7,88.1,9.94,11.3,87.8,2.53,4.04,62.7,0.30,0.16,0.14,1.20,2.65,1.33,0.12,3.31,Matches
2096,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,24.3,33.8,72.1,462.5,150.1,10.7,13.2,81.3,9.28,12.3,75.3,3.62,6.09,59.5,0.43,0.19,0.25,1.16,2.90,0.72,0.29,3.62,Matches
2097,Gio Reyna\Gio-Reyna,us USA,MFFW,Dortmund,de Bundesliga,16,2002,3.9,49.2,56.9,86.5,724.6,161.0,30.0,34.6,86.7,13.3,14.6,91.2,3.85,4.36,88.2,0.26,0.21,0.05,1.28,2.56,0.77,0.26,3.33,Matches
2098,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,22.9,37.4,61.2,822.6,572.8,2.26,2.30,98.1,8.94,9.03,99.0,11.7,26.0,44.9,0.00,0.00,-0.00,0.04,0.84,0.00,0.00,0.04,Matches
2099,Nico Ribaudo\Nico-Ribaudo,es ESP,FWMF,Espanyol,es La Liga,18,2001,2.0,27.5,36.5,75.3,466.5,118.0,14.0,18.5,75.7,10.5,11.5,91.3,3.00,4.50,66.7,0.00,0.40,-0.40,2.00,2.00,2.00,0.50,2.00,Matches
2100,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,39.7,47.1,84.2,697.1,172.7,19.3,21.4,90.2,14.8,17.1,86.6,4.71,6.11,77.1,0.19,0.25,-0.06,2.36,4.27,2.48,0.25,5.29,Matches
2101,Davide Riccardi\Davide-Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,10.0,15.0,66.7,280.0,250.0,0.00,0.00,,5.00,10.0,50.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
2102,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,38.8,45.2,86.0,790.1,198.5,14.3,15.8,91.0,17.0,18.5,91.8,6.63,9.18,72.2,0.08,0.04,0.04,0.58,4.16,0.47,0.24,2.95,Matches
2103,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,40.0,40.0,100.0,800.0,220.0,20.0,20.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2104,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,15.9,24.1,66.0,260.4,64.8,7.83,10.5,74.8,6.19,8.42,73.5,1.29,2.67,48.4,0.09,0.14,-0.05,0.91,0.88,0.79,0.06,1.94,Matches
2105,Marco Richter\Marco-Richter,de GER,MFFW,Augsburg,de Bundesliga,21,1997,25.3,14.3,23.6,60.6,275.0,91.0,6.68,9.80,68.1,4.39,6.80,64.5,2.57,5.10,50.4,0.12,0.08,0.04,0.71,1.26,0.83,0.24,2.09,Matches
2106,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,39.1,57.3,68.2,749.1,405.6,15.2,18.0,84.4,17.1,22.9,74.7,5.83,13.2,44.2,0.15,0.11,0.04,1.27,4.05,1.24,0.50,4.98,Matches
2107,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,19.0,24.5,77.6,369.5,239.5,6.50,7.50,86.7,10.5,10.5,100.0,2.00,6.50,30.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2108,Jaïro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22,1996,8.5,35.4,47.1,75.3,590.6,268.5,17.6,20.0,88.2,13.9,18.9,73.3,2.82,6.35,44.4,0.00,0.05,-0.05,0.24,3.76,0.71,0.12,3.65,Matches
2109,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Sampdoria,it Serie A,26,1993,4.8,25.8,40.2,64.2,469.0,164.4,12.3,15.8,77.6,7.50,11.5,65.5,4.38,9.38,46.7,0.21,0.15,0.06,3.33,2.50,1.67,0.63,4.38,Matches
2110,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,31,1988,30.0,35.7,43.4,82.2,714.0,192.3,14.7,16.5,89.5,14.3,16.7,85.3,6.17,9.03,68.3,0.10,0.06,0.04,0.83,3.30,0.80,0.20,3.10,Matches
2111,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,16.8,24.0,70.2,243.4,79.6,10.1,11.8,85.1,5.82,7.42,78.5,0.55,2.86,19.2,0.00,0.12,-0.12,0.88,0.77,0.71,0.27,1.65,Matches
2112,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,26,1993,22.5,19.0,28.5,66.6,311.6,91.5,10.4,13.9,75.3,6.09,8.80,69.2,1.69,3.20,52.8,0.09,0.08,0.01,0.84,1.56,0.49,0.18,1.42,Matches
2113,Rodrigo Riquelme\Rodrigo-Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,10.0,30.0,33.3,210.0,200.0,0.00,0.00,,10.0,20.0,50.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
2114,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,39.7,51.6,76.9,732.2,332.0,17.1,18.7,91.7,16.9,20.8,81.4,4.91,9.76,50.2,0.00,0.06,-0.06,0.75,2.08,0.99,0.75,3.25,Matches
2115,Marcel Risse\Marcel-Risse,de GER,MFFW,Köln,de Bundesliga,29,1989,1.5,23.3,46.7,50.0,544.7,284.0,8.67,12.0,72.2,8.00,13.3,60.0,6.67,16.7,40.0,1.33,0.33,1.00,4.00,1.33,1.33,0.00,3.33,Matches
2116,Mihailo Ristić\Mihailo-Ristic,rs SRB,DFMF,Montpellier,fr Ligue 1,23,1995,9.0,31.2,41.7,74.9,600.4,217.6,13.6,16.4,82.4,11.7,14.6,80.2,5.22,7.89,66.2,0.22,0.04,0.18,1.22,1.89,1.11,1.00,2.89,Matches
2117,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,29,1989,14.6,32.5,47.3,68.6,618.6,252.5,13.8,16.2,85.2,12.9,16.0,80.7,5.14,12.8,40.1,0.07,0.16,-0.09,2.33,2.40,1.03,0.48,3.22,Matches
2118,Marlon Ritter\Marlon-Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,28.1,42.3,66.5,571.3,230.0,11.3,13.5,83.1,11.3,14.0,80.6,5.00,12.1,41.4,0.21,0.29,-0.08,1.88,3.96,0.83,0.42,4.17,Matches
2119,Cristian Rivera\Cristian-Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,32.6,37.7,86.4,592.3,168.0,16.0,18.0,88.9,12.9,14.3,90.0,3.71,5.14,72.2,0.00,0.03,-0.03,0.29,3.71,0.29,0.29,2.00,Matches
2120,Maxence Rivera\Maxence-Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,13.3,26.7,50.0,406.7,123.3,3.33,10.0,33.3,3.33,10.0,33.3,6.67,6.67,100.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,Matches
2121,Rober\Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,38.1,44.3,86.0,855.2,360.0,13.3,14.8,90.3,14.8,15.7,93.9,10.0,13.3,75.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.43,Matches
2122,Roberto\Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,14.9,30.5,48.7,586.2,468.6,2.24,2.24,100.0,4.61,4.61,100.0,7.89,23.6,33.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2123,Roberto\Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,13.9,27.0,51.3,743.7,628.9,1.25,1.25,100.0,1.93,1.93,100.0,10.7,23.7,45.0,0.00,0.00,0.00,0.00,1.14,0.11,0.00,0.00,Matches
2124,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27,1992,26.0,75.5,82.0,92.1,1176.6,275.2,40.4,42.6,94.9,29.3,31.2,93.8,4.04,5.04,80.2,0.08,0.09,-0.02,1.04,4.92,1.54,0.15,4.62,Matches
2125,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,eng Premier League,22,1997,0.3,23.3,33.3,70.0,426.7,73.3,10.0,13.3,75.0,10.0,10.0,100.0,3.33,10.0,33.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,Matches
2126,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,68.5,84.6,80.9,1260.4,422.2,30.7,34.5,88.9,29.9,34.8,85.8,7.25,13.1,55.5,0.35,0.22,0.13,1.76,5.09,1.79,0.78,7.37,Matches
2127,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,15.6,20.7,75.5,238.3,39.2,8.27,9.73,84.9,5.87,7.60,77.2,0.80,2.00,40.0,0.13,0.08,0.05,0.53,0.67,0.40,0.13,0.80,Matches
2128,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,34.5,45.9,75.1,703.0,260.9,11.6,13.0,89.0,17.9,21.3,84.0,4.64,10.0,46.4,0.00,0.04,-0.04,0.36,3.21,0.18,0.18,2.50,Matches
2129,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,26.4,35.9,73.5,740.4,412.9,5.55,5.58,99.4,12.0,12.1,99.2,8.66,18.0,48.0,0.00,0.00,0.00,0.00,0.40,0.03,0.00,0.00,Matches
2130,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,41.6,51.8,80.2,892.6,283.4,14.0,15.9,88.3,18.9,22.2,85.2,7.87,12.1,65.1,0.03,0.08,-0.05,0.78,6.53,0.69,0.15,6.44,Matches
2131,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,33.7,46.5,72.4,699.1,228.8,15.7,18.1,86.5,10.8,13.4,80.3,6.92,13.7,50.5,0.14,0.13,0.02,1.15,4.86,1.15,0.48,4.57,Matches
2132,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,47.7,56.2,84.8,912.8,226.3,19.4,21.8,89.3,20.3,22.9,88.6,6.98,9.21,75.8,0.14,0.07,0.07,1.07,4.00,0.84,0.23,5.16,Matches
2133,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,85.6,91.9,93.1,1761.0,388.3,29.3,31.3,93.7,40.9,42.6,96.0,14.7,16.6,88.4,0.07,0.05,0.02,1.16,8.33,0.76,0.04,5.98,Matches
2134,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,22.9,30.2,75.8,403.8,80.6,11.7,14.0,83.3,7.94,10.4,76.5,2.73,4.59,59.4,0.33,0.21,0.12,1.29,2.34,1.24,0.33,2.49,Matches
2135,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,es La Liga,25,1994,21.5,24.3,36.7,66.2,448.1,192.0,11.3,13.3,85.6,9.44,12.5,75.5,3.02,8.70,34.8,0.09,0.16,-0.07,1.58,1.91,0.98,0.47,2.51,Matches
2136,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,40.0,70.0,57.1,750.0,180.0,10.0,10.0,100.0,30.0,40.0,75.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,Matches
2137,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,es La Liga,21,1998,21.3,25.7,37.7,68.2,464.5,129.3,13.1,15.9,82.8,7.98,10.9,73.0,3.71,8.50,43.6,0.09,0.14,-0.04,1.31,2.39,0.99,0.38,2.63,Matches
2138,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,12.6,20.2,62.5,205.7,42.9,6.60,9.29,71.0,4.17,6.86,60.7,1.35,2.63,51.2,0.19,0.11,0.08,0.90,1.15,0.51,0.19,0.90,Matches
2139,Dani Rodríguez\Dani-Rodriguez,es ESP,MFFW,Mallorca,es La Liga,31,1988,33.8,28.0,34.3,81.4,503.4,129.5,12.9,14.5,89.0,10.2,11.8,86.3,3.64,5.86,62.1,0.06,0.07,-0.01,1.09,2.84,0.74,0.18,2.75,Matches
2140,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,42.6,49.5,86.0,846.3,198.2,18.5,21.3,86.5,16.2,17.5,92.3,7.50,9.23,81.3,0.00,0.00,0.00,0.19,3.65,0.48,0.10,3.17,Matches
2141,James Rodríguez\James-Rodriguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,50.9,64.9,78.4,966.0,241.7,23.8,27.4,86.8,16.8,18.3,91.9,8.09,15.3,52.8,0.21,0.38,-0.17,2.77,6.17,2.34,0.00,5.53,Matches
2142,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,15.4,22.1,69.7,203.8,39.3,10.6,13.5,78.8,2.95,4.64,63.5,0.80,1.74,46.2,0.04,0.04,0.00,0.31,0.89,0.27,0.00,1.21,Matches
2143,Mario Rodriguez\Mario-Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2144,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,56.3,66.3,84.9,1228.8,345.6,23.0,24.0,96.1,19.8,22.6,87.6,13.0,18.1,71.8,0.00,0.02,-0.02,0.47,3.02,1.40,0.93,3.26,Matches
2145,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,38.1,45.2,84.1,515.6,152.0,25.7,27.3,93.9,10.1,12.9,78.1,1.50,2.74,54.8,0.00,0.09,-0.09,1.33,1.86,1.95,0.71,3.98,Matches
2146,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,10.0,10.0,100.0,200.0,20.0,5.00,5.00,100.0,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2147,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,39.2,45.8,85.5,677.9,163.3,18.8,20.4,92.2,16.1,18.1,88.8,3.62,5.33,67.9,0.04,0.07,-0.03,1.09,3.42,0.39,0.12,3.50,Matches
2148,Agustín Rogel\Agustin-Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,31.1,35.6,87.3,626.9,208.5,9.47,10.2,92.8,17.1,17.8,95.9,4.00,6.74,59.4,0.00,0.01,-0.01,0.21,1.37,0.00,0.00,1.47,Matches
2149,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,52.7,62.5,84.4,909.2,298.9,25.5,28.1,90.6,22.0,24.2,91.2,4.69,8.05,58.2,0.09,0.11,-0.02,1.15,4.25,1.33,0.80,3.45,Matches
2150,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,26.4,39.3,67.3,533.6,230.7,7.86,8.57,91.7,14.3,17.9,80.0,4.29,12.1,35.3,0.00,0.00,0.00,0.00,2.14,0.00,0.00,3.57,Matches
2151,Filippo Romagna\Filippo-Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,59.2,62.6,94.6,1115.9,296.0,21.5,22.1,97.2,32.0,33.2,96.3,5.18,6.52,79.4,0.00,0.01,-0.01,0.18,2.13,0.00,0.00,1.65,Matches
2152,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,52.7,57.3,92.0,1107.5,359.0,14.8,15.5,95.5,29.0,30.1,96.5,8.08,10.6,76.3,0.00,0.02,-0.02,0.32,3.44,0.15,0.00,3.32,Matches
2153,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,41.3,49.4,83.6,852.7,187.7,12.8,14.9,85.8,21.4,24.3,87.8,6.52,8.69,75.0,0.00,0.05,-0.05,0.66,3.74,0.66,0.05,4.19,Matches
2154,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,47.2,53.7,87.9,1002.1,315.0,13.3,14.4,92.3,25.7,27.5,93.3,7.76,10.7,72.3,0.03,0.02,0.02,0.28,1.57,0.14,0.03,2.10,Matches
2155,Luka Romero\Luka-Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,10.0,10.0,100.0,240.0,0.00,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2156,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,41.8,50.1,83.4,793.4,193.6,16.1,18.4,87.9,20.0,22.8,88.1,4.98,7.78,64.0,0.00,0.06,-0.06,0.82,4.01,0.77,0.14,4.20,Matches
2157,Rômulo\Romulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,22.9,28.7,79.9,331.3,78.6,14.0,15.9,87.8,6.18,7.49,82.5,1.47,2.88,50.9,0.16,0.05,0.10,0.89,1.73,0.42,0.05,1.88,Matches
2158,Rômulo\Romulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,25.0,40.0,62.5,535.0,105.0,10.0,15.0,66.7,10.0,15.0,66.7,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
2159,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,33.5,39.8,84.3,480.2,92.7,20.5,23.1,88.9,9.60,10.8,89.1,1.98,2.72,72.7,0.15,0.16,-0.00,1.54,1.98,1.11,0.15,2.53,Matches
2160,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,31.8,41.2,77.3,722.7,303.5,9.37,10.6,88.1,15.2,18.7,81.5,6.97,11.0,63.5,0.00,0.01,-0.01,0.21,2.18,0.35,0.00,3.52,Matches
2161,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,55.1,63.5,86.8,980.3,192.1,24.8,27.7,89.5,22.9,25.2,90.6,5.93,7.74,76.6,0.10,0.07,0.03,1.16,5.78,0.35,0.00,4.42,Matches
2162,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,51.3,59.7,86.0,942.7,223.3,23.7,25.3,93.4,19.3,23.0,84.1,7.33,10.0,73.3,0.33,0.17,0.17,3.00,5.67,1.00,0.33,5.00,Matches
2163,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,58.2,66.9,87.0,1081.9,322.6,24.5,26.9,91.3,26.6,29.0,91.6,6.59,9.50,69.3,0.17,0.07,0.10,0.99,5.79,0.79,0.17,5.73,Matches
2164,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,30.5,44.2,68.9,559.9,250.4,14.0,16.3,86.1,11.9,15.4,76.9,3.94,10.1,38.9,0.05,0.10,-0.05,1.11,1.92,0.82,0.43,2.93,Matches
2165,Antonio Rosati\Antonio-Rosati,it ITA,GK,Torino,it Serie A,36,1983,1.0,27.0,37.0,73.0,838.0,604.0,6.00,6.00,100.0,8.00,9.00,88.9,12.0,21.0,57.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2166,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,43.9,57.8,76.0,774.3,322.0,19.0,21.8,87.0,21.1,26.5,79.8,3.33,7.37,45.2,0.00,0.07,-0.07,1.01,3.43,1.21,0.40,5.25,Matches
2167,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,33.9,43.6,77.6,584.2,222.8,15.8,16.9,93.8,14.9,18.2,81.7,2.50,6.56,38.1,0.00,0.02,-0.02,0.31,2.29,0.42,0.10,2.50,Matches
2168,Luca Rossettini\Luca-Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,35.4,41.0,86.4,852.7,246.8,7.01,7.73,90.7,19.2,20.7,92.9,8.84,12.2,72.5,0.08,0.04,0.04,0.16,1.31,0.08,0.00,1.16,Matches
2169,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,30.0,30.0,100.0,800.0,730.0,20.0,20.0,100.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2170,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,29.9,41.3,72.3,536.6,227.5,12.9,15.2,84.8,13.5,17.5,77.6,3.00,6.58,45.7,0.04,0.10,-0.06,0.95,1.86,0.72,0.38,3.31,Matches
2171,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,14.9,21.1,70.8,211.4,25.2,8.00,10.6,75.4,5.38,6.92,77.8,0.31,0.92,33.3,0.00,0.09,-0.09,1.08,0.62,0.15,0.15,0.46,Matches
2172,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,48.3,56.7,85.3,988.3,160.0,19.2,19.2,100.0,18.3,23.3,78.6,10.0,11.7,85.7,0.00,0.00,0.00,0.00,3.33,0.83,0.00,0.83,Matches
2173,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,34.0,42.2,80.5,687.2,223.5,11.5,12.9,89.2,17.2,19.7,87.3,5.01,8.58,58.4,0.03,0.02,0.01,0.36,2.73,0.14,0.00,2.51,Matches
2174,Rubén\Ruben,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,15.3,29.8,51.2,675.5,511.6,1.14,1.14,100.0,3.41,3.47,98.4,10.7,25.2,42.6,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,Matches
2175,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,9.8,19.2,30.5,62.9,348.0,106.5,10.0,12.4,80.3,6.22,9.08,68.5,2.76,6.33,43.5,0.20,0.10,0.10,1.53,1.84,0.82,0.51,1.63,Matches
2176,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,66.9,76.3,87.8,1596.7,438.1,13.5,14.9,90.5,37.7,39.6,95.2,15.3,20.8,73.5,0.00,0.02,-0.02,0.21,6.26,0.32,0.11,3.63,Matches
2177,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,40.1,50.4,79.6,753.9,238.5,16.8,19.5,86.3,17.4,20.5,84.6,5.23,8.39,62.4,0.10,0.15,-0.05,1.74,3.55,1.02,0.26,4.84,Matches
2178,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,18.5,28.0,66.0,583.9,392.3,2.55,2.55,100.0,9.36,9.45,99.0,6.55,16.0,40.9,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
2179,Dion Ruffo Luci\Dion-Ruffo-Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2180,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,51.3,56.6,90.6,994.7,347.7,15.1,15.7,95.9,30.0,32.9,91.3,5.06,6.49,78.0,0.00,0.00,0.00,0.00,2.21,0.00,0.00,2.47,Matches
2181,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,75.8,91.5,82.8,1290.7,446.0,37.8,40.6,93.1,30.4,34.8,87.3,6.33,12.3,51.5,0.09,0.15,-0.06,1.56,5.23,2.16,0.78,6.19,Matches
2182,Aitor Ruibal\Aitor-Ruibal,es ESP,DFFW,Leganés,es La Liga,23,1996,13.6,22.5,30.4,73.9,354.8,119.4,12.0,14.0,85.3,8.24,10.4,78.9,1.47,3.97,37.0,0.00,0.06,-0.06,0.81,1.76,0.66,0.22,2.72,Matches
2183,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,23,1996,29.8,71.1,79.0,90.0,1329.3,323.1,30.9,33.3,92.8,28.9,30.8,93.7,10.1,11.9,84.7,0.20,0.16,0.04,1.61,8.05,1.81,0.13,7.55,Matches
2184,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,26.9,35.3,76.2,906.0,598.0,3.52,3.52,100.0,10.6,10.8,98.1,12.8,21.0,61.1,0.00,0.01,-0.01,0.08,0.32,0.04,0.00,0.04,Matches
2185,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,7.7,25.5,33.8,75.4,370.0,87.0,14.4,17.1,84.1,8.70,10.6,81.7,1.17,2.99,39.1,0.00,0.10,-0.10,1.04,1.69,0.52,0.13,1.43,Matches
